Year,Africa Eastern and Southern,Africa Western and Central,Australia,Austria,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,"Bahamas, The",Belize,Bermuda,Bolivia,Brazil,Botswana,Central African Republic,Canada,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Costa Rica,Caribbean small states,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Ecuador,Euro area,Spain,Finland,Fiji,France,Gabon,United Kingdom,Ghana,Greece,Guatemala,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Haiti,IBRD only,IDA & IBRD total,IDA total,IDA blend,IDA only,India,Ireland,Iceland,Italy,Jamaica,Japan,Kenya,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Latin America & Caribbean,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Luxembourg,Morocco,Madagascar,Mexico,Middle income,Malaysia,North America,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,OECD members,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Pre-demographic dividend,Puerto Rico,Portugal,Post-demographic dividend,Rwanda,South Asia,Sudan,Senegal,Singapore,Sierra Leone,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa,Suriname,Sweden,Eswatini,Seychelles,Chad,East Asia & Pacific (IDA & IBRD countries),Togo,Thailand,Latin America & the Caribbean (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Turkiye,Uganda,Upper middle income,Uruguay,United States,St. Vincent and the Grenadines,World,South Africa,Zambia,Zimbabwe
1998,266652333830.507,130678128885.175,399660855999.457,218259904401.956,893770739.54206,258528339631.029,2455092688.14767,2804902369.20398,49984559471.3656,6833220000.0,914000000.0,3130748000.0,8497494138.07289,863711007338.683,4790481509.17679,967338390.360019,633997734246.945,81995749804.4157,1029060706187.88,19619654770.0679,11298144998.6965,6217806273.31082,1949481380.64925,98486358604.1784,13684255946.5765,30354024137.6547,21672215776.0144,48187781711.0308,1431442362415.69,2942800566756.13,6929788830686.53,27981896948.4742,7149215002406.38,619214834614.099,134038718291.055,1653146993.93502,1503108739159.44,4483417313.11823,1654996607708.19,7482072380.2381,144428172489.335,19395491992.9939,717530683.169567,25888469871146.7,168885436391.806,6366340265.87888,163059826840.905,3723903723.63772,5510045621255.47,5994914072573.24,484445538274.857,173821053311.182,311717453836.692,421351318896.874,90199410115.5097,8503689103.93424,1270052525928.4,8787195622.43502,4098362688659.34,14093998843.7334,383257331.40548,383330931042.356,2007868542123.37,2300623733039.1,15794972847.1683,1247921706311.47,5566939484996.41,928460865.117733,3361132425309.67,20150053345.1878,46497609536.2418,4401967634.08547,526499723362.144,5414212859323.65,72167498980.8398,9699946684246.95,2643363520.93135,54604050168.1818,4635267224.84195,438008220395.468,154230346261.264,4856255044.39064,25745258707977.1,62191955814.3478,11575486400.0,55501467877.381,74492416329.9142,3789443014.61662,220387557174.751,54086400000.0,123946327916.296,24709296714162.2,1989343548.29917,558258844530.031,11250220602.974,6505607913.82443,85728224856.3725,672375927.347148,395484290671.911,396136552874.173,1110850000.0,270810151170.431,1576908808.80611,647287375.762528,1744794532.49364,1429654561465.37,2157078792.4713,113675595413.496,2200298432576.23,558258844530.031,396136552874.173,6043687133.40846,275941726172.383,6584815846.52754,4166274273158.31,25385887785.5852,9062818202000.0,373618518.518519,31552853706969.7,152982979945.103,3537741625.24395,6401968200.0
1999,263024788889.788,138085971819.806,389389647825.542,217259147049.954,808077223.365746,258245733221.468,3677393996.83788,3389566710.90266,51270569883.5275,7683870000.0,975000000.0,3324433000.0,8285063959.43162,599642075039.049,5484263050.39562,999477510.686632,678409995711.893,75596598517.3586,1094010482677.39,18870992455.7304,11565826458.8945,4711259427.27273,2354772959.06186,86278947620.5906,14254866281.1537,32186912968.8433,22136579527.4994,48640671734.9711,1575310857166.59,3112677522884.36,7740389071255.51,19645272636.3182,7116212677298.5,634907542858.302,135264083658.688,1936459986.03795,1493151737698.46,4662992036.2073,1689407711357.04,7718110780.94815,142588875293.749,18318412251.3642,694754988.258295,27194827316557.1,165768095391.557,6414520529.61672,163833164869.178,4153725966.88509,5366064673362.04,5864975962200.0,499098297624.174,181554251968.96,318571678845.321,458820417337.807,98893958262.6438,8982048417.30556,1252446659833.79,8887058073.23537,4635982020564.97,12896010520.4958,406595484.373262,497512659612.052,1779289107461.97,2076139362655.01,15656327859.5696,1309601706378.84,5452082318949.58,912773656.150185,3106308288146.52,21899317598.8414,46266427862.751,4277903780.29131,600233031001.064,5297090345599.22,79148421052.6316,10312908917711.9,2537789819.37694,59372679433.1746,4855717874.68247,447049523049.808,162384295939.12,5033642384.10596,27041441623625.9,62973856843.5739,12130252200.0,50187324567.883,85640170314.8245,3477038204.01733,240832782326.478,57841000000.0,127470385557.184,25946742047303.9,2157024758.12224,598146534949.588,10682027634.7462,6592834929.38994,86286866724.2229,669384768.87263,399358172061.349,400026185636.783,886290697.674419,274071242574.57,1547888453.75789,662838614.880674,1534673583.2487,1573343371558.06,2142574540.97524,126669212337.245,1969284663624.85,598146534949.588,400026185636.782,6808982520.75759,256395983758.49,5998563257.94659,3987442722574.91,23983945190.6202,9631174489000.0,390718518.518519,32752012211616.0,151516952945.154,3404284652.93585,6858013100.0
2000,284759318602.866,140945759313.811,415844972940.496,197289625479.906,870486065.883137,236792460312.471,3519991440.32367,2968370087.46649,53369787318.6245,8076470000.0,1116000000.0,3480219000.0,8397855937.46841,655448188246.11,5788329609.15755,916777282.651168,744773415931.587,78249883995.6255,1211331627479.0,16577533891.5688,10566579294.5164,19088046305.7971,3227927697.43665,99875074935.083,15013629658.6521,34533836399.5029,24305781111.9057,54790398813.0005,1734224222956.66,3386374511009.56,8374967389221.69,18327764882.4412,6495755148668.91,598363313494.903,126019543413.334,1678219507.89829,1365639660792.16,5080483628.30574,1666048767079.76,4982849054.0291,130457756628.436,19288928615.9382,712667896.727512,27764050359632.2,171668898538.944,7186638029.05875,177567717258.143,6813565983.11708,5839436714264.71,6392236773484.94,553224994016.663,206736962646.8,347408785784.605,468394937262.37,100207610429.909,9025660361.75842,1146676894209.73,9005064474.93003,4968359152795.66,12705350153.4012,421695769.843918,576178114168.494,1968111942216.42,2292616638222.34,16330814179.9766,1358443640078.61,5957805404623.13,887291645.302466,3410160195631.02,21230182989.3036,43017455401.4244,4629247204.9853,707909864021.779,5776761011405.62,93789736842.1053,10999201631931.6,2241753192.71257,69448962760.8787,5107329007.0922,417479337444.707,171456390281.958,5494252207.90502,27635544739434.9,82017743416.2841,12304115000.0,51744749133.213,83669788254.7279,3521339699.07407,278678326342.528,61701800000.0,118605192877.388,26399173716297.8,2068762706.74598,630242098666.016,12257299147.2936,6013185003.70967,96076521349.0621,635874002.198748,423785327342.337,424444223042.831,947671969.69697,262834187366.578,1738093756.88208,654212432.437162,1388506771.52623,1732058262387.6,2027363116.95413,126392223203.461,2178185355320.65,630242098666.016,424444223042.831,8154342547.5637,274294842523.054,6193246837.09687,4418290422685.49,22823271520.8708,10250947997000.0,427946037.037037,33845583188359.9,151752749926.331,3600631918.50658,6689957600.0
2001,259643121973.102,148529518712.343,379357823192.53,197508773215.323,876794723.068586,236746141604.37,3666222633.8361,3190371079.81411,53991289844.3291,8317830000.0,1163000000.0,3680483000.0,8141517339.15215,559983704075.658,5489608299.66445,932648604.420575,738962729044.525,71517267767.736,1339400843164.88,16810537038.4139,10953485345.2216,7438189100.33333,2796704603.04443,98200641189.1568,15976174336.9721,35575792426.039,25601824419.0385,54744698044.2331,1847017054394.22,3357006119628.58,7788979324780.61,24468324000.0,6596586819720.33,627830029412.205,129533107311.811,1652462062.63884,1377657339291.34,5023265411.47748,1648765214387.0,5314871683.5223,136309295225.34,18405221418.4665,712167448.895612,27489066409393.7,169404327616.605,7651162302.3456,172626762131.915,6331970412.88509,5911673645506.48,6467058819404.01,555728370769.76,206419302736.929,350282700042.756,485441014538.638,109346669229.695,8234846522.85472,1168023426056.38,9194727831.07318,4374709984220.01,12986007425.8781,458643829.014199,547658231279.87,1913381580564.69,2243442747463.76,15749753804.8344,1397363668383.97,6012683195857.03,825706961.238689,3524971410363.02,21387533703.2327,43831480206.4535,5438332600.53228,756702925694.04,5831560036561.63,92783947368.4211,11324572986044.5,2448714703.09612,74030562269.9655,5323146565.70315,431586852369.686,174240242224.618,6007055042.17687,27374583037446.8,79484403984.8849,12502013400.0,52030158775.4055,78921234457.5487,3081024212.42924,266344271362.127,69208400000.0,121604107164.997,26142575385623.5,1966548409.54858,645678633202.568,15716361539.0643,6507824826.95024,89793815727.6029,1074851475.17873,406642457658.928,407309506890.501,834279357.798165,242395011586.562,1542477308.89408,662064193.596574,1710843376.39331,1844710221138.61,2014516700.52675,120296476180.402,2120324403166.21,645678633202.568,407309506890.501,8824849662.9616,201753110088.579,5840503868.57246,4434160160761.07,20898762265.2653,10581929774000.0,462072333.333333,33631012546213.1,135429908544.338,4094441301.21423,6777384700.0
2002,266529432166.377,177201164643.36,395573025330.447,214394866675.24,825394519.71933,258383599375.177,4194342689.26284,3622350065.5903,54724081490.5102,8881160000.0,1233000000.0,3937228000.0,7905485146.44351,509795270707.268,5438864269.39361,996068145.608021,760649334098.005,70295232513.0515,1470557565965.51,18054383333.5221,12417251341.6032,8728038525.14034,3034250926.18009,97945812789.8533,16578820687.2881,37324429141.846,27137441266.3355,56760355865.0082,2043852782637.27,3264336980104.44,7911872939399.31,28548945000.0,7200156656955.42,708756677088.629,140404460203.138,1833279985.36741,1501409382971.38,5335451103.75569,1785781372553.92,6166197191.76694,154564203586.954,20444205991.025,726131434.715338,28660868665486.4,166348873240.942,7858255253.49986,186798471425.641,6205847136.98422,6001266668417.29,6597179645796.56,596913956893.636,227772326360.289,369953470614.085,514937948870.08,128596035288.401,9318398443.55146,1276769338449.3,9719009561.76107,4182845406488.62,13147736954.17,481077373.669966,627246081417.004,1720013397494.82,2014495003952.93,16536535647.0834,1471118317178.78,6164611646170.86,775777263.090784,3736762127352.22,23649833332.1655,47077192183.7329,5351701664.71362,772109710670.873,5970192042162.19,100845526315.789,11693699517098.0,2782192880.69187,95054094655.3277,5224213017.54386,473861980070.981,195915371987.697,6050875806.66403,28563009910366.6,79904985384.8652,12994310400.0,54777553515.0809,84307346432.1264,2999511040.19764,305714135441.123,71623500000.0,134795565549.419,27268467106808.1,1965932546.35834,677426539845.302,18137126092.2818,7006402324.84511,92538355642.8848,1236235826.58409,442445993204.257,443193859516.716,1093574468.08511,266848422377.999,1432221784.41501,742134792.367443,1997005710.26555,2041300111259.75,2319268823.40971,134300903357.962,1887242432115.4,677426539845.302,443193859516.715,9008297748.05893,240249005455.218,6178563590.89254,4499020434440.66,13606515935.952,10929112955000.0,487763851.851852,34925116624464.4,129087560694.625,4193850445.42632,6342116400.0
2003,354176768091.407,205214466071.124,467497961560.862,262273631180.054,784654423.620476,318082528506.588,5349258092.89147,4740768141.265,60158929188.2556,8870090000.0,1298000000.0,4186525000.0,8082399991.29583,558233724160.742,7511582173.37724,1142315522.1989,895540646634.787,76507853875.6649,1660280610709.71,21251754334.7999,15970315030.2406,8937567059.87754,3503723086.7028,94644969146.1352,17271760506.9483,39887632895.124,21403168127.883,67863850333.9526,2311295448247.12,3633102752693.61,8699256032059.14,32432858000.0,8862330817568.42,907491523174.116,171652458349.411,2300492002.01302,1844544792036.86,6511903363.53884,2056704586736.55,7632720680.28119,202370140236.265,21576351798.9145,743063949.040207,32125480719417.4,161385558801.811,8230391504.77427,211521311898.115,5071947797.98273,6747932625643.08,7411818808331.16,664923940273.576,256311555309.279,409445511985.276,607699285433.872,164670771259.602,11429335645.2747,1577621707050.51,9430234851.61584,4519563042183.73,14904517649.8476,469869869.86987,702717332012.991,1759192766236.82,2055791160220.78,18881765437.2151,1679995095258.56,6945043770585.44,1157825409.28048,4257884246629.23,29667268248.1305,58029361338.6298,6372498891.38118,729335024013.225,6732418464358.17,110202368421.053,12356169212634.8,3394084731.48601,104738980156.958,5322454925.84746,580070360701.96,229384929368.922,6330473096.54071,31951205451316.3,91760542940.0717,13693981200.0,58731030121.8671,87039092438.9644,3536411824.2958,332450589560.568,74827400000.0,165226175536.793,30572525993654.8,2138185328.15156,791026613085.975,21355295732.0535,8768721560.57422,97646382412.8729,1369685676.56203,557495188798.273,558250655633.107,1274190311.41869,334337040046.622,2197598417.83694,750847276.441706,2742815070.75867,2308408754163.34,2875255592.53666,152280616469.478,1922534458021.38,791026613085.975,558250655633.107,11305459802.0683,314595528425.307,6606884273.84919,5052354848145.16,12045638209.5112,11456442041000.0,509090888.888889,39161645364740.6,197018960967.972,4901869715.90457,5727591800.0
2004,440481795990.95,254264799898.509,614326362213.686,301457562038.541,915257323.3961,369214712443.206,6190270377.07583,5451688534.59524,65108544250.0425,9055290000.0,1389500000.0,4484703000.0,8773451751.5121,669289321953.683,8957467706.5354,1272360516.62022,1026690238278.25,99079365628.3333,1955346808095.44,23510575668.5588,18826214125.2325,10297483481.223,4656974937.55227,117092416651.395,18610594846.2083,43625669537.9596,22322387609.8481,85332581188.6107,2681922543395.7,4229767093661.88,9756921956173.97,36591661000.0,10160398631608.8,1069055675273.75,197479443979.151,2708078476.63012,2119633181634.37,7770219003.91662,2423047347028.45,8881419348.21705,240963562236.127,23577298589.158,787814379.183843,35771600781058.9,169099768875.193,8869299234.3377,243387232295.465,6087360734.56063,8043519579051.21,8822574687641.8,780117195842.131,311522373743.726,469274900285.052,709148514804.659,194372115041.065,13825309101.2703,1806542968545.56,10174664853.9476,4893116005656.56,16095337093.8366,506900000.0,793175007858.066,2007862301447.17,2368190257952.28,20662525941.2985,1962071316276.55,8241824349157.09,1511236655.52047,5117207890045.29,35064843792.8993,66114147932.3903,5064732625.39054,782242912348.371,7992081898929.68,124749473684.211,13248368139278.3,3760443735.45875,135764715375.206,5795568204.64532,658380081545.175,265267350723.204,7273938314.71988,35572822806798.0,107759683863.123,15013381700.0,66768703497.5687,95002000250.4167,3927157866.96465,414233839145.69,80322313000.0,189382122532.169,33971626447174.6,2376464519.64036,917083438858.519,26646007250.7319,10076816661.048,115033570415.043,1430217080.66487,692416392727.324,693314583942.316,1484092538.40527,385118743610.143,2770082791.50412,893012218.181818,4422855658.38043,2678572954339.47,3071152629.2959,172895685509.275,2225384515789.76,917083438858.519,693314583942.316,13280292692.3489,408865358516.587,7939487548.40605,6029942150777.52,13686329890.1191,12217193198000.0,549900185.185185,44133615904574.9,255806928394.811,6221109716.39571,5805598400.0
2005,513941625353.73,310889578636.228,695305000206.729,316092273276.015,1117113080.08074,385714762230.039,6567654958.75337,6146353177.43367,69442943089.4309,9836200000.0,1461500000.0,4868136000.0,9549122313.39641,891633826582.606,9918907108.09702,1337894379.62649,1173108598778.68,122314960843.922,2285961242869.55,24036918719.3374,19509852219.3298,11964484457.5233,6650001684.9045,145600527535.771,20040642476.9817,49307227387.1363,35777560474.8106,103198211973.242,3106483464947.14,4931859588770.02,10409529158921.5,41507085000.0,10523525439926.8,1153715822717.51,204885494686.381,2980403464.53066,2196945232435.8,9582783997.22141,2544813166100.5,10744562614.7479,247875422204.414,26783388709.1786,824880550.343965,37831114602373.8,181569303960.226,9757012869.26168,279221096803.812,7030149790.93042,9615796081224.46,10526961170664.0,912147805680.734,372742440249.267,539966731327.013,820381595512.902,211876989655.907,16852971986.5569,1858217147203.73,11243865787.8079,4831466523975.98,18737895400.78,547203703.703704,934901101762.491,2431628661931.78,2862846929424.86,24405791044.7761,2288548759444.82,9810101604943.66,1682343439.30976,6172838531832.88,37672280120.4794,68852655479.5601,5859269751.63826,877476892365.264,9511305976468.14,143534418452.154,14217175927778.7,4383315967.49998,175670536601.006,6321324455.16941,685348181515.953,309978579743.888,8130258415.29215,37609340450462.9,120055291992.938,16374393900.0,76060606060.6061,107419977968.185,4865892972.27595,516904887534.499,83914521300.0,197253876704.921,35742710396564.5,2933765825.28037,1050602379999.63,35182707173.8157,11009033445.2548,127807810333.769,1627058706.47627,822378325932.186,823361208064.246,1793410617.00935,392218701192.925,3178112332.09377,977899381.818182,6649307528.06238,3102603620227.85,3100356551.92876,189318407487.959,2708927963301.15,1050602379999.63,823361208064.245,15982388172.7158,506314676837.415,9239221760.48232,7222694384206.56,17362857683.8545,13039199193000.0,579948925.925926,47793587715631.1,288867202055.144,8331870169.14977,5755215200.0
2006,577586931666.752,396921040009.472,747907432136.598,336280064332.411,1273375078.44844,408259840868.823,7034111316.29951,6547419821.69486,71819083683.7403,10167250000.0,1581000000.0,6144000000.0,11451845378.6897,1107626711436.44,9919158482.41085,1461859762.62791,1319264809590.97,153840051814.059,2752118542130.4,25281413268.2525,20910512978.1716,14451901696.3878,8072305030.68484,161792959247.85,22715540324.3032,56074290119.343,37879829854.7965,117027280692.356,3740321729010.93,5639663592981.58,11031655622225.1,46802044000.0,11184044960382.4,1260398977831.76,217089269791.764,3076305452.86506,2320536221304.7,10327598308.5297,2709978165671.04,20885042153.0199,273546728473.073,29744247479.2443,2379817986.72917,39962463041148.6,193535434591.37,10917476873.546,329711051193.589,7638739123.54444,11403941454978.9,12493276098307.4,1090624298175.4,469295440463.001,621350084131.205,940259888792.141,232180617162.279,17465318552.2941,1949551719389.64,11930179173.4168,4601662661030.07,25825512277.8911,644414814.814815,1053216892422.02,2837320247592.5,3351829873357.01,28279802451.2714,2691387582865.31,11639461030837.0,1800092519.44933,7448570230979.5,42910146296.0646,75883820424.0845,6395712491.75146,975383402912.585,11293666564845.1,162692260155.07,15140995757591.0,4756361253.33358,238454952231.572,6763418645.81377,733955269898.823,346913357588.358,9043715355.8881,39674408824856.5,137264061106.043,18141666300.0,88643193061.748,127652927611.904,8354911621.97941,652732381891.409,87276164400.0,208756449275.848,37604948564769.3,3319711249.44189,1196088124853.08,45263824686.0898,11697918245.3507,148627255181.674,1862116164.80343,972440937663.848,973527213201.025,2626380435.17877,423090618042.966,3291329938.16407,1081441348.62605,7428701455.40565,3735650251543.72,3195618966.30736,221758294724.764,3186236239229.97,1196088124853.08,973527213201.024,18369361094.3886,557075996577.466,9977647685.28515,8602214788409.79,19741420466.5393,13815586948000.0,643501148.148148,51791096256796.5,303858667884.835,12756858899.2812,5443896500.0
2007,662868036074.349,465485534968.535,854427259166.209,389185571506.052,1356199386.79629,470922156309.453,8169048374.70846,7625722829.17892,79611888213.148,10618340000.0,1696000000.0,6767000000.0,13120107738.8851,1397114247287.58,10567270655.5027,1699811293.2576,1468820407783.26,172565861848.899,3550327569655.47,28760090924.2666,23928250410.0588,16737071816.38,8782703427.96085,206229536757.674,26884700345.0342,62328938789.3209,43965459071.0654,134977082623.78,4727369211702.72,6671943375191.41,12325978560532.8,51007777000.0,12879111960143.5,1474002579820.0,256378067752.158,3378314599.76402,2660591246211.77,12455409574.9408,3092996468387.23,24827333947.3782,318902829550.733,33567850094.9993,2730971599.89457,43756102613971.8,211596953544.762,12361257680.5627,394093813152.222,9228637766.24316,14166070736983.5,15440043749348.0,1274448228707.58,541264522565.236,733404724665.704,1216736448906.29,270079279419.5,21652505596.7528,2213102482751.46,12799600075.0407,4579749785984.82,31958195182.2406,689285185.185185,1172614134912.05,3353094482458.84,3948805125189.72,32350238662.9452,3319083827275.09,14370508850888.7,1682025303.1603,9382521778909.07,51587401415.7872,86947909744.5993,8524620890.88039,1052697085016.35,13954903602793.2,193549547954.753,15949814312783.3,5731485046.0864,278260808841.03,7423365274.89468,848558887541.179,402645550184.816,10325618017.379,43436115388658.3,152385716311.916,21295984200.0,102170981144.136,155980408072.596,9545029480.82223,789891756091.788,89524131600.0,240496147317.381,41044091917261.0,4070391531.29599,1504162366252.89,59440139774.8128,13994218399.034,180941741377.766,2126679686.06845,1126288215958.83,1127368649186.12,2936612021.85792,491254769728.812,3469381231.49049,1077308888.16317,8650137734.71637,4721464960584.33,3618281293.07928,262942624565.273,3773229879831.73,1504162366252.89,1127368649186.12,21641620049.9352,681321173796.053,11902564496.6908,10635743057387.1,23797773024.3992,14474226905000.0,713596666.666667,58361096784020.3,333077117253.684,14056957976.2648,5291950100.0
2008,710536227816.537,567791156729.129,1055686110665.53,432051935642.945,1611835856.59275,517328087920.078,9787734516.74186,9451435480.94322,91631278239.3237,10526000000.0,1729000000.0,6980000000.0,16674276979.4745,1695855391816.48,10730828592.459,1993407886.56402,1552989690721.65,179663390874.653,4594336785737.67,34078240260.1872,27715142005.5704,19788515579.0498,11649857662.1388,242504150472.931,30801744881.0001,70781391356.0356,48122601589.7717,171000699876.747,5978428072955.47,7524219026102.23,14210859901527.2,61762635000.0,14158257793140.4,1631863493552.34,285716311136.719,3523185919.55826,2930303780828.12,15571348329.2279,2931683721186.75,28679383241.0729,355908689477.445,38503718526.6281,3025187428.38436,46623911291791.3,219278739753.002,13881731630.9676,469266243001.106,10432962724.7617,17000231113774.3,18521254921505.9,1521482725374.42,640036074397.379,881879617320.975,1198895147694.77,275447471451.063,18074619561.7671,2408655348718.59,13709401443.5016,5106679413137.57,35895153327.8497,777691333.333333,1047339041903.85,3880462417139.74,4591296955065.06,40713826320.5023,3741331283478.26,17192974516975.0,1766820422.4798,11663323670463.3,58844277701.5258,101822906946.027,10725137721.5622,1109987401386.38,16694431978835.2,230811591306.52,16329827601721.7,7297600218.92394,339476215683.592,8496948184.42042,951869997864.062,464917553191.489,12545438605.3959,46122698414754.0,170077814106.305,25155888600.0,120550599815.441,181624627927.891,11670891359.7271,986047738377.776,93639300000.0,263416394624.084,43476833575741.2,5179804290.63377,1527612730733.41,64833088568.394,16853989611.1933,193617346346.785,2451896681.91138,1277264006648.2,1278243727731.77,3532969034.60838,517706214656.407,3294084181.23708,979597364.9333,10393833755.2791,5970961310988.03,4516616223.91031,291382985568.988,4409097095011.05,1527612730733.41,1278243727731.77,27871587349.5413,770449308781.338,14440404136.5669,12953100695356.9,31119603033.9891,14769857911000.0,732663259.259259,64135192896903.2,316131245860.682,17910858637.9048,4415702800.0
2009,721901168421.28,508362731366.626,928629769751.884,401758735822.211,1781455140.34202,483254171097.812,9738626509.93368,9450696866.48276,102477779060.302,9981960000.0,1680500000.0,6656000000.0,17339992193.7322,1666996294324.76,10118459713.7024,2067381663.75378,1374625142157.29,171412643623.963,5101691085625.95,33886813225.179,27932970297.0644,18648372544.7984,9723299908.19473,232468666665.153,30745714326.9486,59840574173.7615,48261079523.8213,137211004291.274,6483977394715.25,7262366408335.99,14623038565206.8,62519686000.0,12938506838994.8,1491472923706.64,253497520828.515,2870624635.68032,2700887366932.03,12113699059.4581,2417565709974.49,26048726185.6746,331308500253.274,37126146369.2608,3165663152.73351,43669352938355.0,214047795659.045,14587496229.1811,474595462541.235,11597002929.7989,16487865779437.7,18003100309250.7,1515763269136.51,606965502107.914,909363560234.375,1341888016988.57,236443115853.695,13154416196.7524,2199928804118.63,12120458140.9424,5289493734900.39,42347217912.9176,774273111.111111,943941876218.743,3602278080284.88,4314362221813.67,42066223971.0169,3785725583242.67,16816751222178.8,1740835819.8008,11268891687538.1,54467289897.5582,101154952243.015,9616879407.59474,900047015737.995,16305847816594.7,202257458160.849,15859346076157.3,7352131304.39631,295008767295.038,8298736471.12441,871518638049.218,387974344023.324,12854985464.0764,43144826371455.6,168152775283.032,27116635600.0,120822986521.479,175974754207.575,11619455043.4763,902165613053.192,96385600000.0,244667762835.543,40929784604203.4,5674428927.60356,1683173926491.5,58315346841.2364,16145867483.2198,194150322022.092,2419014960.19967,1229155220209.94,1230006172548.7,3875409836.06557,436535921119.119,3580427985.94816,851064318.792141,9290728312.24383,6475879226565.07,4592147227.9068,281710629173.199,4130162256669.21,1683173926491.5,1230006172548.7,19172165225.5015,649289418603.013,25127805566.4511,12520122233352.0,32708318594.41,14478064934000.0,714300259.259259,60817919586141.3,329754054488.855,15328342303.9575,9665793300.0
2010,863519541417.774,598521555565.839,1148569537284.62,392275107258.677,2032135191.46211,481420882905.012,9535345011.48728,10109619736.1442,115279077465.226,10095760000.0,1738500000.0,6634526000.0,19649724655.5819,2208838108593.19,12637273429.1339,2142591539.43526,1617343367486.26,217105434199.5,6087191720866.69,34936307964.3213,27507501809.2414,21565721036.3591,13148396205.671,286498534094.963,37658614803.2775,64939019150.2048,53860187452.3853,161207306304.794,7888957749541.36,8804986202942.55,17066365173220.0,69555367000.0,12641745700258.5,1422108199783.37,249424310816.673,3140167239.46869,2645187882116.73,14372593013.8124,2491397494467.95,32197648061.1663,297124961971.508,40676579264.8401,3432912511.30491,45759844719262.0,228638678536.952,15839344591.9842,524405539450.417,11859312627.0763,20048166862477.2,21798451915412.3,1750735521057.77,715590112082.901,1035735186761.63,1675615502766.2,221913560882.372,13751161917.7398,2136099955236.72,13220549858.2014,5759071769013.11,45405615233.0693,778718518.518518,1144066965324.49,4510085308198.27,5349060248474.03,58636160848.9497,4533254174586.71,20465368009772.6,2234731973.55119,13553728682871.0,56213985987.4181,100865325482.244,9982711338.11814,1057800597973.65,19889521929418.4,255017645207.18,16672942337486.3,7851192498.77154,366990528103.078,8758619130.58043,847380859016.688,431052143940.438,16002656434.4746,45255639867938.5,177165547828.889,29440287600.0,147527631520.729,208368892319.281,14250785801.34,1060580608713.13,98381300000.0,238113003233.289,42691272338288.8,6124693374.47064,2062468955967.7,74151157011.5251,16121315901.8117,239807921966.007,2578159479.90083,1460726974193.65,1461708684777.31,4368371528.30474,495812558843.31,4438765109.49036,981918002.869768,10668103549.3123,7879104830183.94,4660369658.37123,341104766329.17,5159729033221.11,2062468955967.7,1461708684777.31,22157919433.8752,776967457763.602,26673441432.4579,15356267754831.7,41950361211.9581,15048964444000.0,720447888.888889,66619781549531.8,417363825016.286,20265559483.8548,12041655200.0
2011,967824566958.791,682015858791.681,1398456161407.85,431685217367.514,2235820808.72908,523330354138.137,10693321370.0352,12080295984.7682,128637983882.833,10070450000.0,1819500000.0,6312691000.0,23963162969.3832,2616156606734.51,15110642875.5965,2437982706.57499,1793326630174.52,251224856981.294,7551545321799.88,36693710822.2216,30630910513.0616,25839749198.8233,15655383585.9887,334966134865.305,42762613705.7835,70074558334.331,58029773802.3818,200013097903.17,9645008222753.37,9724222961681.76,19790735702384.0,79276664000.0,13637891491638.9,1480710495710.13,275604356167.318,3779412255.47694,2865157541994.19,18210307754.4426,2666403005061.42,39336668080.559,282995942006.559,46876004265.2386,3691384317.52178,49412507535114.8,248513617677.287,17710275997.4749,588453270331.309,13008746038.8867,23739490220163.1,25521665780816.4,1782101859063.55,823906283238.815,958377202447.045,1823051829894.55,239003132208.134,15221622925.9319,2294994296589.51,14444661488.1296,6233147172341.35,46869473165.8905,836092592.592593,1253223044718.99,5272190542589.32,6088730809328.63,67753284134.9913,5187185590945.9,24151876656634.2,2579421686.24912,16519537910748.4,61696281326.2457,110080631330.061,11551819617.6271,1180487226406.78,23725461596065.7,297951667650.449,17399367444174.5,8772950783.02414,414466540786.738,9774320144.00049,905270626332.693,501360549669.404,21573872273.6695,48674651671113.0,213587517187.669,34686224300.0,171761737046.585,234216730703.65,17985138449.6522,1235597698970.21,100351700000.0,245117990242.249,45849639438219.8,6884907733.00484,2277346353954.89,78402841444.9524,17814283649.9367,279356526366.334,2932274241.9741,1648437203064.26,1649496095768.74,4422276621.78703,574094112972.733,4820478592.33503,1059249939.59333,12172308858.2993,9632969004624.75,5262368232.30347,370818735569.86,5887034342421.42,2277346353954.89,1649496095768.75,25433008605.0407,838785514058.562,27871725245.1688,18538276005119.8,50342405198.2458,15599728123000.0,713796370.37037,73881739609759.5,458199486480.576,23459515275.5776,14101920300.0
